LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
230000,2,2,41,177,0,376,47992,3099,2389,0,376,48042,3099,0,0,NO
250000,2,1,53,440,439,440,440,880,440,439,441,440,880,0,590,NO
50000,1,2,42,4864,5876,6898,7910,8681,8397,1252,1274,1286,1057,0,306,NO
420000,2,1,30,83640,63751,153092,111922,88709,36484,1275,156564,0,0,36484,69380,NO
30000,2,2,27,25552,26135,27407,29002,26806,25948,1800,2000,2500,1500,1000,2000,NO
10000,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,NO
350000,2,2,27,16022,17059,17772,18127,18536,19224,1600,1300,650,700,1000,750,NO
360000,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,NO
30000,2,1,28,23176,23182,19083,19632,15252,14021,2867,2000,2000,0,1500,1353,NO
200000,1,1,50,17306,17380,20341,16223,17466,16613,17380,20341,16223,17466,16613,17935,NO
760000,1,1,54,447670,455970,462497,469931,474421,480598,20011,19500,19019,18003,20000,22000,NO
50000,2,1,44,13226,14470,15000,0,0,0,1470,1000,0,0,0,0,NO
180000,1,1,26,396,396,396,396,396,396,396,396,396,396,396,396,NO
50000,1,1,47,48308,48019,48647,26894,10875,15878,2200,2068,3048,418,12004,5001,NO
60000,1,1,37,54770,58257,59675,60646,60071,60066,5000,3000,2500,2500,3000,2500,YES
150000,2,1,44,1843,1367,0,0,0,0,1367,0,0,0,0,0,YES
70000,1,2,25,23799,9000,11818,12889,9043,26713,9000,7000,5000,4043,5000,0,NO
280000,1,2,38,163675,168581,170775,166749,168739,166757,9000,6000,5,5858,5741,5608,YES
80000,2,1,40,22747,16260,6500,15525,0,0,3002,6500,15525,0,0,0,NO
280000,2,1,35,281424,232826,195621,96843,99232,102620,9604,53459,4000,4000,5000,4000,NO
160000,1,1,51,79244,77441,75598,82277,84955,87549,0,0,8000,4000,4000,4000,YES
20000,1,1,56,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,NO
220000,2,2,29,-12,-12,88,2207,1577,-963,0,100,2300,3083,732,231,NO
50000,2,2,23,47160,51034,50204,44580,4712,3914,5000,4000,1010,5504,5500,5000,NO
220000,2,1,33,204205,210183,212877,189161,180715,171449,20000,10000,8140,8000,7000,10000,NO
50000,1,2,27,45002,46053,45120,45870,46975,49284,2100,2100,1800,2000,3100,1300,NO
10000,1,1,59,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,NO
570000,1,2,29,4119,-1031,5100,5150,5150,5138,0,11500,5200,5150,5138,81438,NO
220000,1,2,33,-117,487,2879,4483,6087,-273,1000,3000,2000,2000,0,2000,NO
160000,1,2,29,-113,18887,2323,9032,5630,9141,19000,3000,9000,0,9596,10284,NO
100000,2,1,35,79277,80928,81284,71748,67577,68217,3580,3439,2474,2400,2500,2523,NO
330000,2,1,42,899,7445,0,3899,2707,8000,7448,0,3899,2707,8000,0,NO
230000,1,1,38,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,NO
50000,2,1,42,27901,24898,23702,18327,17996,15938,1770,1194,564,1500,1000,2000,NO
200000,2,1,36,198807,200616,202228,198794,203070,161002,10700,8000,7500,8200,10000,29000,NO
200000,2,1,53,98426,91948,17042,10075,5107,7789,52306,1000,212,102,7786,4000,NO
50000,1,2,22,38311,52702,50639,53052,47335,32489,20052,16216,8734,1018,9421,10055,NO
400000,1,2,31,115506,123607,140859,157131,126146,115529,10000,20009,20146,68,5109,5084,NO
280000,2,1,38,5165,8559,6455,544,0,4694,6455,11,5,0,4694,5292,YES
100000,2,1,35,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000,YES
160000,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,2,29,50845,48750,103486,50590,50248,49387,0,6556,3250,1563,1208,781,NO
300000,1,1,29,8857,8102,12214,27299,0,0,3000,5000,21312,0,0,0,NO
250000,1,1,46,5379,992,12738,2310,0,0,0,12738,2310,0,0,840,NO
20000,1,2,23,16831,20404,19621,14051,0,0,4183,0,281,0,0,0,YES
50000,1,1,36,47599,48542,49691,49172,9957,10044,2000,2200,1148,500,500,376,YES
130000,1,1,54,131139,132596,127906,86109,81941,84545,6000,0,3029,4000,5000,3300,NO
150000,1,1,36,2750,2424,27498,1213,26636,2547,2424,27498,1213,26636,2704,1800,NO
360000,2,1,48,485,-15,-15,12588,1243,-6,0,0,12603,1250,0,420,NO
430000,2,2,34,35792,36894,44848,39219,32008,19397,2000,10002,2000,5000,2000,7027,NO
130000,2,2,25,14351,10473,9429,10413,7874,7158,2000,3000,3000,4000,1000,2000,NO
50000,2,1,53,48549,49180,48521,8731,8777,9261,2277,2290,1500,1000,1000,2000,YES
130000,1,2,33,130565,131878,115173,108310,112083,81362,5012,0,4000,5000,4000,2106,NO
70000,1,2,42,66681,68768,69699,69484,71067,67568,3768,2699,2660,2879,2568,2570,NO
590000,2,1,39,128659,128715,127961,128112,128798,128467,5025,5693,6007,5013,4701,4944,NO
50000,2,2,27,4950,5924,4766,5652,5772,4392,1068,1114,1000,120,0,0,YES
290000,1,2,41,255049,247090,242309,238609,238712,237847,9006,8507,10902,8600,8671,8210,NO
500000,2,1,28,67763,47746,28148,24377,15421,11239,2244,4625,24448,2028,2009,1710,NO
60000,2,1,63,59471,59021,49580,38140,29843,27719,2400,1940,1477,1025,1006,1261,NO
220000,1,1,47,216591,197022,198088,187000,179703,174571,0,6000,0,14004,0,7000,YES
210000,2,2,36,203447,206683,99411,63322,73433,75381,6549,4500,2407,12700,3200,4000,NO
230000,2,2,32,-46,-46,-46,4826,4829,1788,0,0,4872,4829,1788,1266,YES
220000,1,2,24,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,NO
290000,2,1,38,3613,14708,7209,14912,45473,15095,14718,7420,15118,45473,15095,8908,NO
300000,1,2,29,49917,49833,49831,51818,50244,49484,5000,5000,5000,5000,5000,5000,NO
110000,1,1,37,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,NO
20000,2,2,22,15847,16885,18418,18915,17639,0,1300,1803,1300,1333,0,0,NO
200000,1,2,30,0,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,2,26,48481,47426,56623,55815,55033,53625,0,10000,0,0,0,0,NO
310000,2,2,27,134525,115126,105687,102306,93929,87681,6200,5222,5197,4000,5000,3980,NO
400000,2,2,30,24054,25381,26085,26779,29283,29764,1624,1328,1022,3000,1000,1171,NO
20000,2,1,52,18049,14361,15425,16460,17380,17650,1536,1600,1600,1500,700,2900,YES
200000,2,1,40,7261,32333,12610,7850,977,9205,32543,13587,7850,0,9205,0,NO
520000,2,1,43,146124,145785,147972,157115,196804,21550,6024,18069,30000,46805,21550,1287,NO
50000,1,2,53,50302,49440,49891,20503,20159,20268,2100,1793,700,731,735,616,NO
270000,2,1,32,3979,511,10069,9214,199,0,511,10069,186,199,0,0,NO
20000,1,1,32,17106,18282,19424,19208,19600,20000,1458,1600,384,392,400,0,YES
290000,1,1,40,151996,155371,157605,133904,128276,130419,7800,7549,10000,15000,5000,0,NO
320000,1,1,37,14515,0,0,0,0,13439,0,0,0,0,13439,0,YES
220000,2,1,26,68090,58218,47679,37788,23293,7288,4039,3021,1400,3000,2000,100000,NO
140000,2,2,24,13408,97396,92990,93960,96724,91539,97396,4070,3225,4137,3100,2300,NO
20000,1,2,40,13639,14711,15462,16004,16203,16916,1600,1300,800,605,1000,2000,NO
250000,1,2,29,51268,52542,53779,54503,55685,57985,2500,2500,2000,2000,3000,4100,NO
310000,2,2,31,313956,314859,307371,299501,217763,217659,11000,12500,11000,6600,7000,7493,YES
110000,2,2,28,65024,61848,57944,53857,35036,31973,2500,2900,2000,2000,2000,2000,NO
160000,1,1,66,67771,69535,70848,71739,73090,74490,3400,3000,2600,2600,2700,2800,YES
80000,2,2,29,89061,31367,34848,69990,36711,38103,4000,4000,2000,4000,2000,2000,NO
100000,1,2,43,104028,103601,105282,83616,67825,66756,6000,5088,3098,5010,3038,4031,NO
160000,2,2,30,78623,65315,52890,50275,51337,53349,3000,4000,2500,2500,3000,2800,NO
150000,2,2,31,90121,51385,26352,27607,29457,40706,2031,2000,2000,2457,12060,40000,NO
50000,1,1,51,42257,44243,64104,33406,34104,34869,3000,2500,1985,1163,1256,1316,NO
200000,2,2,30,11916,23694,26397,12674,14068,6468,12366,11000,12674,14445,6867,399,YES
30000,1,2,27,27159,27577,28838,28085,28428,29430,1500,1749,1200,1100,1465,1386,NO
360000,2,2,35,0,0,22190,21416,6854,357,0,22190,21416,1545,357,357,NO
80000,1,2,41,80140,80627,80668,49233,48737,48280,3253,3211,1691,1721,1800,1576,YES
100000,1,1,42,58392,61562,61392,59619,59814,58571,5500,2000,2,2007,2225,1947,NO
230000,2,1,54,0,880,0,0,0,0,880,0,0,0,0,1740,NO
170000,2,1,31,1564,0,0,0,0,1800,0,0,0,0,1800,1167,NO
100000,2,2,34,104660,104108,102066,99186,97140,95123,4589,4516,3645,3649,3724,3236,NO
90000,2,2,23,94806,119836,21836,11036,29836,986,30000,30000,11036,19836,986,21615,NO
280000,2,1,37,449,12487,-10,3090,240,2010,12611,0,3100,240,2010,212,NO
10000,1,1,47,8884,8689,9449,6376,6530,1506,1159,3001,350,3002,1606,6276,NO
200000,2,1,44,34760,37871,39879,42946,46141,46305,4000,3000,4000,4000,3000,3000,NO
340000,2,3,35,132,132,132,132,132,112847,132,132,132,132,112847,5005,NO
170000,2,1,44,754,0,0,0,1903,0,0,0,0,1903,0,0,NO
210000,2,2,30,0,0,0,830,0,10533,0,0,830,0,10533,13877,NO
160000,2,2,31,112878,118601,115874,111346,111553,108434,8000,5014,4500,11781,0,4000,NO
130000,2,1,45,990,990,990,990,1130,990,990,990,990,1130,1000,9880,NO
80000,2,2,44,75901,74911,72172,73674,73532,75192,3500,3205,3300,3000,3000,3300,NO
50000,1,2,24,31292,32766,34426,34725,18049,19593,2000,2500,1353,1500,2000,1501,NO
50000,2,1,23,49103,44351,38726,28598,29277,27310,1800,2128,1000,1100,1000,999,NO
50000,1,2,34,780,780,0,0,0,0,0,0,0,0,0,0,NO
200000,1,2,30,15140,18028,16456,15370,14966,16230,18044,16474,15392,14972,16240,14960,NO
150000,2,1,39,156713,152744,150785,140166,143125,151741,0,5694,5014,5215,11016,0,YES
290000,1,2,47,822,836,12,-824,-3830,-4220,850,12,0,2170,0,5000,NO
120000,1,2,28,231,6665,880,0,4440,4440,6673,880,0,4440,4440,4440,NO
110000,1,2,26,58301,57861,47409,47743,45654,26525,2179,2191,1525,18236,1500,2000,NO
230000,2,2,38,14887,23751,52698,101007,103598,150430,10000,30000,50000,4691,50000,4000,NO
70000,2,1,36,81719,85389,86287,65287,35345,9360,5000,3000,2000,3000,5000,0,NO
140000,2,2,23,49235,45173,39585,36189,21772,21417,2517,1559,2000,1003,1000,1002,NO
500000,2,1,38,242546,184601,189136,172674,20253,29576,7000,8000,9000,791,10000,7000,NO
220000,2,2,33,179430,177387,175378,178367,177657,180346,7041,6921,6858,6219,6409,6659,NO
90000,2,1,34,18358,14764,8374,29525,28333,27879,1300,1300,22000,1000,1012,1400,NO
30000,1,2,30,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,949,NO
50000,2,2,23,46913,47486,47963,33499,19227,19334,1938,1703,1304,680,696,717,NO
130000,2,2,29,-200,-200,0,2115,0,0,0,200,2115,0,0,0,YES
340000,1,2,26,241720,221836,206485,196137,196447,195114,8000,10000,10000,8032,8000,8500,NO
80000,2,2,24,72383,73620,53728,31989,20058,196,3500,2354,2027,800,196,184,NO
20000,2,2,25,12547,14699,900,900,0,0,14745,900,0,0,0,0,YES
60000,2,1,39,32734,32234,32136,31204,30330,29934,1506,1881,1422,1021,1500,1056,NO
20000,1,1,38,9269,10585,11608,12313,12848,800,1477,1500,1000,1500,800,800,NO
320000,2,1,42,304057,318844,324589,320622,252323,253557,20000,10000,450,7025,7161,8000,YES
170000,2,1,39,114007,117677,124636,121232,124199,129346,7000,10500,0,5000,11000,4500,YES
300000,1,1,58,158230,160242,156171,165556,169250,172804,6000,0,12000,6500,6500,6500,YES
380000,2,1,35,2661,2022,1823,1823,1823,1198,2022,1823,1823,1823,1198,2068,NO
50000,1,1,41,48958,48293,48999,7470,6406,3679,2572,2602,349,706,500,1000,YES
400000,1,2,37,396343,394858,395716,385947,305542,271385,423903,15100,14600,13000,9500,9500,NO
20000,1,1,30,17005,15451,18067,17469,19905,19763,0,2874,0,2712,1566,818,YES
50000,2,1,31,47800,50725,53518,4199,0,0,3725,2364,2398,0,0,17324,YES
50000,2,2,27,13979,11243,4396,3120,1805,16820,1261,1396,3125,1805,16820,3000,NO
260000,2,1,41,8154,1365,717,717,2325,1117,1365,717,717,2325,1117,891,NO
80000,2,1,23,5000,0,31432,24455,26920,0,0,31432,3000,3000,0,0,NO
500000,2,2,29,433792,396009,335873,320755,316650,318228,13678,12021,11428,10871,11736,10699,YES
20000,1,2,23,9525,16977,18546,18846,18066,17463,8000,2000,900,0,1000,0,NO
60000,2,1,37,57694,58656,59750,60602,53838,54609,2800,3000,2800,2100,2123,2100,NO
180000,2,1,47,176424,164745,168208,171667,175219,173597,5896,6117,6268,6445,6379,6300,NO
20000,2,2,38,21769,21139,20521,19817,14932,10812,0,0,0,448,380,345,NO
50000,2,2,33,14720,15743,16756,17089,17446,17825,1265,1278,611,632,668,591,YES
230000,2,2,29,2521,-1000,12009,5627,215,3039,0,13009,8018,0,3039,2000,NO
450000,2,2,42,182,885,1099,2998,2757,623,889,1104,2999,68,626,688,NO
130000,2,1,38,100443,95794,92765,48481,47779,42362,3516,4112,2007,2516,1119,1016,YES
50000,2,1,22,22854,31329,23927,0,83,20083,9000,1507,0,83,20000,600,NO
150000,2,2,39,60115,48412,37033,25032,12500,12500,1662,1783,1282,250,12500,12500,NO
50000,1,1,54,47722,47080,48813,49107,18000,17538,2100,3000,2000,1200,1000,3000,NO
210000,1,1,39,980,0,650,3446,0,0,0,650,3446,0,0,0,YES
140000,2,2,35,84873,82471,84235,82432,81465,83160,4000,4010,3800,3200,3100,3000,NO
50000,1,2,29,27179,27878,28908,29922,30517,31164,1454,1484,1498,1093,1139,2039,YES
210000,2,1,36,1168,1511,0,1783,1000,150,1511,0,1783,1000,150,14780,NO
320000,1,1,52,293481,249201,232645,212184,204791,125974,10104,7216,10050,6313,4075,4033,NO
20000,1,2,36,18458,17334,16768,17539,18775,18586,1450,0,1134,1370,1000,424,NO
30000,1,2,38,20996,25607,26813,25868,25418,27572,5000,2000,1089,3000,5000,0,YES
110000,1,1,39,49464,40359,34533,36819,32467,35806,3007,3000,3000,3000,4000,3000,NO
160000,1,2,27,5574,3327,5958,55914,23285,29170,3353,7916,56116,23302,11580,9976,NO
140000,1,2,34,124640,131032,132065,129307,131154,134470,9900,4700,800,4012,9800,1,YES
350000,1,1,44,266692,3551,33112,2341,63698,38355,3569,33276,2353,64017,38546,435,NO
140000,2,2,36,780,177,1170,390,0,930,177,1170,0,0,930,0,NO
350000,1,2,32,43356,14236,16991,18541,20075,20491,2000,3000,2000,2001,580,677,NO
20000,1,1,39,20591,20284,20645,20750,20300,20482,1500,1000,718,3,1800,0,YES
130000,1,1,56,582,0,582,291,441,441,0,582,0,441,441,291,YES
130000,2,1,36,42553,43606,44577,45013,45695,46283,1740,1711,1587,1823,1956,1125,NO
180000,1,1,39,24068,25071,26103,27113,27495,27914,1706,1738,1748,1130,1011,1016,NO
120000,2,1,51,117287,120290,116082,118405,99081,106300,6500,6000,6000,4000,9000,0,NO
190000,2,1,36,185788,185959,179458,162482,158137,157956,7483,5902,7061,4902,6057,5381,NO
180000,2,1,32,54842,55435,56810,63562,41150,0,2073,2359,8000,3000,0,0,NO
10000,2,2,37,7841,7400,6770,5163,3575,390,1157,1000,103,72,400,0,NO
30000,2,1,38,7979,9046,10279,10610,10339,8710,1200,1423,754,0,1000,3000,NO
140000,1,2,35,2000,0,0,0,0,0,0,0,0,0,0,0,NO
130000,2,2,31,95292,97544,99208,102946,103750,105818,4600,4000,5300,3700,3600,3700,NO
230000,2,1,37,53327,52513,43726,22738,29019,20328,1973,1890,1595,29019,567,506,NO
50000,2,1,24,-1037,-1037,49024,49806,30212,30419,0,52806,1872,1200,1100,1250,NO
50000,2,1,35,49873,50796,49727,21826,10208,10100,2200,568,0,516,400,300,YES
30000,2,1,30,24061,25156,25949,28478,27754,28186,1800,1500,3000,0,1001,2500,YES
30000,1,2,29,390,390,390,1438,719,1588,390,390,1438,0,1588,0,NO
140000,2,1,39,73166,66565,76412,70091,63279,56854,3112,20000,3043,2359,2187,1706,NO
360000,2,2,29,1146,2500,0,0,0,0,2500,0,0,0,0,0,YES
130000,1,2,30,130705,132472,129576,129829,125382,124942,6500,4700,5000,4600,5200,4500,YES
150000,2,2,25,0,0,0,900,0,583,0,0,900,0,583,2000,NO
240000,1,2,34,11874,5979,6938,41858,10416,1711,0,6938,41877,0,1711,27162,NO
50000,2,2,24,42207,43517,44330,45404,46363,47630,2000,1800,1800,1700,2000,3700,NO
100000,2,2,25,98499,101051,98503,98949,48552,49545,5000,0,3900,1801,1800,2000,NO
180000,2,1,36,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,NO
220000,2,1,34,3410,1619,1756,1986,4772,1115,1623,1756,2075,4774,1115,7160,NO
550000,1,1,53,201417,205430,209720,214030,218096,210264,7110,7353,7534,7385,7253,15000,NO
30000,2,2,47,25262,24365,5160,6160,5780,4790,1518,1000,1000,0,1000,0,NO
20000,1,2,45,19856,20007,20319,20638,20025,15463,1316,1458,1277,494,427,4000,YES
100000,2,2,33,3417,7366,12146,752,5931,7855,7400,12146,752,5931,7855,3966,NO
230000,1,2,34,27178,0,856,6147,7387,13492,0,856,6147,7387,13492,6701,NO
280000,2,1,35,7147,2500,0,0,0,0,2500,0,0,0,0,0,NO
270000,1,1,39,110917,114809,113771,103023,108340,96962,7005,6039,3367,20033,3486,3566,NO
200000,2,2,30,4800,2040,5961,1829,1652,584,2040,5961,1829,1652,584,5430,NO
50000,1,2,24,49411,50385,50207,48974,19090,780,2100,2183,1211,1362,390,780,NO
100000,2,2,26,0,632,0,316,632,0,632,0,316,632,0,316,NO
500000,2,2,29,16090,36635,75434,928,56705,81334,37039,78079,1708,25000,106260,20000,NO
80000,2,2,54,78294,79247,74954,79356,48981,46848,3500,5608,8000,1205,1500,2000,YES
50000,1,1,38,25809,14888,20803,18395,18386,18420,2000,20000,700,665,727,505,NO
140000,1,2,62,143107,138581,123491,118886,117059,117405,4839,5000,5000,7500,7000,5029,NO
180000,2,2,34,18314,18630,19126,12939,6939,3439,2000,2000,1042,0,0,191,NO
150000,2,3,49,-260,-2835,3960,10410,2361,2868,4,7920,10426,0,2868,4384,NO
230000,2,2,45,30099,20069,1000,0,0,0,1000,1000,0,0,0,62130,NO
170000,2,1,38,5556,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,1,33,390,390,0,780,0,0,390,0,780,0,0,0,NO
140000,2,1,28,96008,98017,99961,101123,97375,103044,4500,4400,3700,0,7800,0,YES
90000,1,2,26,70182,-18,-18,-18,-18,-18,0,0,0,0,0,0,NO
180000,1,1,44,18896,20166,16995,15324,6758,5730,2006,6995,282,0,200,0,NO
240000,2,2,28,5623,181,1133,0,39344,40264,181,1133,0,39344,1500,1540,NO
180000,2,2,35,5450,150,150,150,150,150,0,0,0,0,0,0,YES
20000,1,1,49,390,678,0,780,0,378,678,0,780,0,378,0,NO
180000,2,1,30,18435,1563,3842,7146,10480,13886,0,3842,5000,5000,10000,5000,NO
50000,1,2,25,45626,16533,10745,9994,16829,13051,3000,9537,5000,10000,5000,2000,NO
190000,1,1,37,21628,20893,5869,29223,19616,148482,2000,3869,25128,10115,148482,4800,NO
90000,1,2,30,40768,41789,42913,44388,45348,48454,2000,2100,2500,2000,4000,0,NO
150000,2,1,53,135903,137719,144913,135063,134417,134490,7474,14004,4876,4750,5090,4594,NO
250000,2,2,30,77245,84828,82228,83116,87990,86564,8722,0,3010,6249,0,3212,NO
50000,2,1,46,43244,42276,45235,45816,44970,47649,0,4000,1600,0,3400,0,YES
190000,1,1,48,6450,189102,189018,175871,157218,151618,189717,7779,6092,5018,6168,1218,NO
150000,2,2,31,18395,-2390,10042,129691,88173,63034,312,20132,129665,127,315,0,NO
280000,2,2,30,36269,39229,48190,48758,49219,58412,10300,10018,10026,5000,10000,2401,NO
260000,1,2,30,4640,5891,8840,8464,10068,10977,1500,4000,0,2000,1500,1000,NO
100000,1,2,29,74396,75317,77084,78308,79901,81630,2700,3600,3100,3000,3200,3000,YES
410000,2,2,28,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,NO
120000,2,2,27,13394,17356,6826,36830,6280,150,17456,6826,36837,6280,150,504,NO
200000,2,1,34,0,0,0,0,0,0,0,0,0,0,0,0,NO
410000,2,1,41,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,YES
300000,2,1,47,3289,5189,7128,5916,9634,0,5189,7128,5923,9634,0,6485,NO
80000,2,2,22,80491,64868,51936,30165,30145,30085,2327,1687,1052,1076,1121,1237,NO
260000,1,1,45,3814,2688,500,2870,1141,679,2861,500,2870,1141,679,0,NO
360000,2,2,26,0,0,0,23707,25233,23504,0,0,23707,2000,3391,4217,NO
50000,1,1,43,15941,14154,15109,14125,14034,14946,1255,1210,487,508,1534,526,YES
230000,2,1,42,170,2217,5167,8552,12552,10596,2217,3167,3552,5000,3000,2518,NO
250000,1,2,44,98727,102134,106434,107673,109780,113961,5000,6000,4500,4000,6000,4500,NO
290000,2,2,29,68652,70695,71523,73099,74469,76200,3149,2598,2767,2702,2968,2703,NO
10000,1,1,52,6969,6712,7722,7875,8041,8357,0,1128,281,292,450,1415,YES
490000,1,2,35,427020,370428,337432,286247,256618,188154,0,13932,11771,10187,8013,7014,YES
250000,1,2,28,22303,51749,186394,9458,6620,10040,51762,186398,9467,6620,10040,8960,NO
170000,2,1,51,4667,5910,1630,2326,660,1373,5914,1630,2326,660,1373,6674,NO
180000,2,1,46,184650,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,0,50,45771,23343,0,3400,2769,0,2266,0,3400,2769,1700,0,NO
100000,2,2,37,107669,107529,73323,51125,46879,45538,3536,2821,3963,3147,2670,725,NO
190000,2,2,25,0,0,2251,2251,497,7681,0,2251,0,600,9289,6374,NO
120000,2,2,24,600,0,0,0,0,0,0,0,0,0,0,0,NO
280000,2,2,37,2560,2343,4689,2289,1700,803,0,4689,2300,1725,803,129,YES
110000,1,2,27,34314,33538,37448,34963,28197,30331,5000,5000,3000,3150,3000,3000,NO
30000,2,1,41,1660,856,428,428,13749,659,428,0,428,13749,659,5548,NO
50000,2,2,40,5538,6563,7422,8292,8465,8650,1271,1130,1000,307,325,436,NO
500000,1,2,33,49981,45803,43838,25588,24648,23773,2200,2000,3000,2000,2657,85500,NO
430000,2,1,43,30000,28490,33490,30636,30240,0,28647,35000,30636,30241,0,179,NO
500000,2,2,41,48650,15183,11626,8986,4465,24166,15183,11727,8986,0,24166,4117,NO
400000,2,1,39,2384,3500,471,-203,2371,1949,3603,471,203,2574,1949,1040,NO
30000,1,1,46,20328,18944,3395,0,0,0,1582,1033,0,0,0,0,NO
90000,2,2,25,0,840,420,0,1140,150,840,420,0,1140,0,570,YES
160000,2,1,37,880,1602,840,840,0,0,1602,840,840,0,0,7736,NO
150000,2,1,30,35213,115041,135090,80085,35940,38460,115041,66066,2031,35940,38460,41154,NO
500000,1,2,32,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,NO
260000,2,1,28,251811,256753,143240,150000,14098,28736,9388,5000,10000,14098,15000,15000,NO
20000,1,2,36,416,0,832,0,832,1486,0,832,0,832,1486,0,NO
100000,1,2,28,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,NO
360000,2,1,33,0,0,0,0,0,0,0,0,0,0,0,0,YES
180000,1,2,33,103956,103230,105945,111065,122028,125069,4100,4400,10000,12900,5000,5000,NO
120000,2,1,39,280,6192,2134,0,0,0,6192,2142,0,0,0,0,NO
30000,2,2,31,5477,7314,2970,2587,0,0,8011,2970,2587,0,0,0,NO
110000,1,2,27,103550,105089,107164,105988,108617,103497,6000,6000,4000,5000,4000,4000,NO
100000,2,2,30,58335,56745,56058,51573,47665,43756,2801,2300,1613,1594,1654,1222,NO
230000,1,2,27,396,396,396,396,396,546,396,396,396,396,546,396,NO
400000,2,2,46,2030,10520,6073,8591,6611,17080,10540,18,8591,0,10990,0,YES
210000,2,2,31,77830,68850,42884,23547,18574,12466,2555,2027,1045,1000,500,10000,NO
70000,2,1,29,68532,69475,69582,69589,68728,69304,3300,3100,2800,2600,2940,3000,NO
60000,2,1,27,60915,54738,47023,57554,27412,27829,2255,2469,25000,1200,1008,1057,NO
50000,2,2,27,33202,34370,34806,35433,36216,36969,2000,1300,1500,1500,1500,1100,YES
450000,2,2,28,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,NO
360000,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,NO
250000,1,1,37,-207,-207,-207,-207,11361,700,0,0,0,11568,700,0,NO
300000,1,1,30,900,195,1442,1740,3871,606,195,1542,1748,3890,608,4059,NO
